0.809375,0.413541667,0.125,0.23125
0.80625,0.415625,0.128125,0.227083333
0.80625,0.408333333,0.125,0.233333333
0.8046875,0.4,0.125,0.229166667
0.80078125,0.395833333,0.1234375,0.2375
0.79453125,0.389583333,0.1296875,0.233333333
0.79296875,0.3875,0.1265625,0.233333333
0.78984375,0.385416667,0.1328125,0.233333333
0.78671875,0.380208333,0.1359375,0.23125
0.7859375,0.376041667,0.134375,0.235416667
0.784375,0.377083333,0.13125,0.2375
0.78125,0.376041667,0.134375,0.235416667
0.78125,0.376041667,0.13125,0.239583333
0.78046875,0.377083333,0.1328125,0.2375
0.77890625,0.372916667,0.1296875,0.241666667
0.77734375,0.370833333,0.1390625,0.25
0.77890625,0.370833333,0.1359375,0.245833333
0.77578125,0.372916667,0.1359375,0.25
0.775,0.376041667,0.1375,0.247916667
0.77109375,0.375,0.1390625,0.245833333
0.76640625,0.375,0.1359375,0.25
0.76328125,0.377083333,0.1421875,0.254166667
0.75859375,0.379166667,0.1453125,0.25
0.75390625,0.380208333,0.1453125,0.252083333
0.74765625,0.385416667,0.1421875,0.254166667
0.74140625,0.390625,0.1421875,0.252083333
0.73515625,0.39375,0.125,0.258333333
0.72421875,0.402083333,0.125,0.258333333
0.709375,0.413541667,0.1234375,0.260416667
0.6984375,0.426041667,0.1296875,0.25625
0.6828125,0.43125,0.1265625,0.2625
0.67109375,0.439583333,0.1328125,0.2625
0.65546875,0.447916667,0.1359375,0.266666667
0.6390625,0.45625,0.134375,0.270833333
0.621875,0.460416667,0.13125,0.279166667
0.603125,0.466666667,0.134375,0.283333333
0.5859375,0.472916667,0.13125,0.279166667
0.56796875,0.48125,0.1328125,0.283333333
0.55078125,0.484375,0.1296875,0.289583333
0.53046875,0.484375,0.1390625,0.289583333
0.51484375,0.4875,0.1359375,0.295833333
0.503125,0.490625,0.1359375,0.302083333
0.49609375,0.494791667,0.1375,0.30625
0.48828125,0.496875,0.1390625,0.30625
0.48515625,0.498958333,0.1359375,0.31875
0.4796875,0.501041667,0.1421875,0.314583333
0.478125,0.507291667,0.1453125,0.31875
0.48046875,0.50625,0.1453125,0.316666667
0.48125,0.507291667,0.1421875,0.31875
0.484375,0.505208333,0.1421875,0.31875
0.48984375,0.501041667,0.1484375,0.327083333
0.4921875,0.498958333,0.1453125,0.322916667
0.4953125,0.491666667,0.15,0.329166667
0.503125,0.482291667,0.15,0.322916667
0.50859375,0.471875,0.153125,0.327083333
0.509375,0.452083333,0.1484375,0.329166667
0.5109375,0.432291667,0.1515625,0.33125
0.51171875,0.410416667,0.15,0.333333333
0.509375,0.386458333,0.15,0.327083333
0.5109375,0.367708333,0.15625,0.322916667
0.50859375,0.342708333,0.153125,0.314583333
0.50625,0.326041667,0.1546875,0.310416667
0.50859375,0.30625,0.1515625,0.308333333
0.50703125,0.286458333,0.1546875,0.30625
0.50390625,0.271875,0.1609375,0.310416667
0.50234375,0.257291667,0.175,0.302083333
0.5046875,0.244791667,0.1734375,0.289583333
0.50078125,0.235416667,0.1796875,0.283333333
0.503125,0.226041667,0.1828125,0.277083333
0.5,0.21875,0.1875,0.266666667
0.50234375,0.211458333,0.1875,0.264583333
0.50390625,0.211458333,0.1859375,0.25625
0.50625,0.209375,0.1875,0.25625
0.51171875,0.205208333,0.196875,0.247916667
0.5171875,0.207291667,0.2015625,0.247916667
0.525,0.211458333,0.20625,0.239583333
0.53125,0.2125,0.203125,0.2375
0.5421875,0.216666667,0.209375,0.2375
0.5515625,0.221875,0.2015625,0.23125
0.5609375,0.223958333,0.20625,0.23125
0.5734375,0.227083333,0.20625,0.229166667
0.58515625,0.227083333,0.2140625,0.233333333
0.59921875,0.228125,0.2125,0.235416667
0.615625,0.225,0.20625,0.241666667
0.63046875,0.227083333,0.1984375,0.241666667
0.65,0.230208333,0.190625,0.24375
0.6671875,0.23125,0.1953125,0.241666667
0.68671875,0.2375,0.1890625,0.2375
0.70859375,0.239583333,0.1890625,0.241666667
0.73125,0.24375,0.1828125,0.241666667
0.7546875,0.252083333,0.184375,0.254166667
0.7734375,0.259375,0.1703125,0.25625
0.79140625,0.2625,0.165625,0.25
0.815625,0.266666667,0.159375,0.245833333
0.83125,0.277083333,0.1484375,0.254166667
0.84765625,0.290625,0.1390625,0.260416667
0.8578125,0.294791667,0.140625,0.264583333
0.86640625,0.305208333,0.1390625,0.26875
0.8734375,0.313541667,0.134375,0.272916667
0.875,0.321875,0.134375,0.272916667
0.878125,0.333333333,0.134375,0.279166667
0.87265625,0.336458333,0.13125,0.264583333
0.86796875,0.345833333,0.13125,0.2625
0.859375,0.353125,0.125,0.272916667
0.8515625,0.3625,0.125,0.275
0.84140625,0.366666667,0.1328125,0.266666667
0.828125,0.375,0.1296875,0.2625
0.8171875,0.384375,0.13125,0.25625
0.8015625,0.391666667,0.1328125,0.258333333
0.7859375,0.397916667,0.134375,0.258333333
0.77578125,0.401041667,0.134375,0.264583333
0.76171875,0.408333333,0.1359375,0.266666667
0.75078125,0.417708333,0.1359375,0.264583333
0.73984375,0.425,0.134375,0.270833333
0.72734375,0.432291667,0.146875,0.272916667
0.7140625,0.439583333,0.146875,0.275
0.70546875,0.448958333,0.1484375,0.285416667
0.6953125,0.45625,0.140625,0.291666667
0.68515625,0.470833333,0.15,0.291666667
0.675,0.477083333,0.1546875,0.3
0.659375,0.4875,0.15,0.295833333
0.64921875,0.501041667,0.1515625,0.297916667
0.63828125,0.507291667,0.153125,0.297916667
0.6234375,0.513541667,0.15625,0.29375
0.61171875,0.522916667,0.15625,0.3
0.59921875,0.528125,0.1546875,0.302083333
0.58828125,0.534375,0.1484375,0.297916667
0.58203125,0.539583333,0.15625,0.304166667
0.571875,0.546875,0.146875,0.30625
0.56171875,0.542708333,0.1421875,0.310416667
0.5609375,0.542708333,0.14375,0.310416667
0.56015625,0.541666667,0.146875,0.308333333
0.56171875,0.54375,0.14375,0.3125
0.565625,0.542708333,0.15,0.30625
0.57421875,0.542708333,0.1546875,0.314583333
0.5828125,0.540625,0.1453125,0.302083333
0.5953125,0.544791667,0.1453125,0.297916667
0.6046875,0.54375,0.1484375,0.295833333
0.62421875,0.546875,0.1484375,0.29375
0.640625,0.554166667,0.153125,0.2875
0.659375,0.557291667,0.1546875,0.289583333
0.6796875,0.566666667,0.15625,0.2875
0.69921875,0.5625,0.1546875,0.270833333
0.7171875,0.582291667,0.159375,0.297916667
0.734375,0.5875,0.1625,0.295833333
0.75,0.592708333,0.1640625,0.29375
0.7625,0.603125,0.1640625,0.297916667
0.77734375,0.611458333,0.1625,0.310416667
0.78359375,0.615625,0.1671875,0.327083333
0.78671875,0.620833333,0.1671875,0.329166667
0.78828125,0.627083333,0.1671875,0.325
0.78671875,0.622916667,0.1703125,0.325
0.78203125,0.616666667,0.165625,0.316666667
